,job_name,company,location,salary,skills_req,link
72,Immediate vaccancy @ chennai,Teleperformance,Chennai,Not disclosed,"BPO, non voice, hindi, Non Voice Process, Telecalling, Domestic BPO, Semi Voice, Chat Support",https://www.naukri.com/job-listings-immediate-vaccancy-chennai-teleperformance-global-services-pvt-ltd-chennai-0-to-5-years-090322008398?src=jobsearchDesk&sid=16470881343721466&xp=14&px=4
73,Domestic Process,Allsec Technologies Limited,"Noida, Chennai, Bangalore/Bengaluru",Not disclosed,"Communication, service, written communication, Day Shift, Customer Service, Customer Care Executive, Malayalam, Kannada",https://www.naukri.com/job-listings-domestic-process-allsec-technologies-limited-noida-chennai-bangalore-bengaluru-0-to-2-years-260821500293?src=jobsearchDesk&sid=16470881343721466&xp=15&px=4
74,Cognizant is Hiring Freshers For the international voice Process,Cognizant,"Chennai
(WFH during Covid)",Not disclosed,"BPO, voice, Business English, US Shift, Grammar, Verbal Communication, Public Speaking, Communication Skills",https://www.naukri.com/job-listings-cognizant-is-hiring-freshers-for-the-international-voice-process-cognizant-technology-solutions-india-pvt-ltd-chennai-0-to-0-years-160222011347?src=jobsearchDesk&sid=16470881343721466&xp=16&px=4
75,Voice process - Fresher,Teleperformance,Chennai,Not disclosed,"BPO, voice, fresher, voice process, Telecalling",https://www.naukri.com/job-listings-voice-process-fresher-teleperformance-global-services-pvt-ltd-chennai-0-to-2-years-160222007722?src=jobsearchDesk&sid=16470881343721466&xp=17&px=4
76,Urgent Requirement For AR Freshers Voice -Night Shift,AGS HEALTH PRIVATE LIMITED,Chennai,"1,75,000 - 2,25,000 PA.","Health Care Services, voice process, US Shift, medical billing, Night Shift, Ar calling, healthcare, International Voice Process",https://www.naukri.com/job-listings-urgent-requirement-for-ar-freshers-voice-night-shift-ags-health-private-limited-chennai-0-to-0-years-110322606863?src=jobsearchDesk&sid=16470881343721466&xp=18&px=4
77,Urgent Requirement For AR Freshers Voice -Night Shift,AGS HEALTH PRIVATE LIMITED,Chennai,"1,75,000 - 2,25,000 PA.","Health Care Services, voice process, US Shift, medical billing, Night Shift, Ar calling, healthcare, International Voice Process",https://www.naukri.com/job-listings-urgent-requirement-for-ar-freshers-voice-night-shift-ags-health-private-limited-chennai-0-to-0-years-110322006861?src=jobsearchDesk&sid=16470881343721466&xp=19&px=4
78,Deputy Manager Customer Service Air Freight Chennai,Schenker India Pvt Ltd,Chennai,"80,000 - 1,00,000 PA.",customer service business development air freight logistics,https://www.naukri.com/job-listings-deputy-manager-customer-service-air-freight-chennai-schenker-india-pvt-ltd-chennai-0-to-0-years-100322910573?src=jobsearchDesk&sid=16470881343721466&xp=20&px=4
79,Sitel Chennai Hiring For International Voice & Non Voice Process,Sitel,"Chennai
(WFH during Covid)",Not disclosed,"communication skills, non voice process, international voice",https://www.naukri.com/job-listings-sitel-chennai-hiring-for-international-voice-non-voice-process-sitel-india-pvt-ltd-chennai-0-to-2-years-090322009541?src=jobsearchDesk&sid=16470881545214894&xp=1&px=5
80,Hiring Fresher - Field Engineer - AC/TV/Refrigerator - Chennai,TVS Electronics,Chennai,Not disclosed,"washing machine, Ac, TV Production, Refrigerator, Field Service, field engineering, Technical Services",https://www.naukri.com/job-listings-hiring-fresher-field-engineer-ac-tv-refrigerator-chennai-tvs-electronics-limited-chennai-0-to-2-years-090322005063?src=jobsearchDesk&sid=16470881545214894&xp=2&px=5
81,HCL Hiring For Freshers - Non Voice Process - Chennai.,HCL,Chennai,Not disclosed,"BPO, voice, non voice, Customer Service, us shift, email support, uk shift, communication skills",https://www.naukri.com/job-listings-hcl-hiring-for-freshers-non-voice-process-chennai-hcl-technologies-limited-chennai-0-to-0-years-090222008827?src=jobsearchDesk&sid=16470881545214894&xp=3&px=5
82,"Mgr, Clt Onbdg/Trans/Conv/KYC",BNY Mellon,Chennai,Not disclosed,"Performance management, Client servicing, Project management, Resource allocation, Standard operating procedures, Regulatory compliance, Transition, Manager Technology",https://www.naukri.com/job-listings-mgr-clt-onbdg-trans-conv-kyc-bny-mellon-international-operations-india-chennai-0-to-5-years-080322500419?src=jobsearchDesk&sid=16470881545214894&xp=4&px=5
83,HCL Hiring,HCL,Chennai,"2,75,000 - 3,00,000 PA.","US Process, BPO, Communication Skills, Order Management, FRESHERS, International Process",https://www.naukri.com/job-listings-hcl-hiring-hcl-technologies-limited-chennai-0-to-1-years-070322007458?src=jobsearchDesk&sid=16470881545214894&xp=5&px=5
84,Wipro is hiring For non-voice process,Wipro,"Chennai, Bangalore/Bengaluru",Not disclosed,"BPO, non voice, non voice process, Order Management, calling, typing speed, communication skills",https://www.naukri.com/job-listings-wipro-is-hiring-for-non-voice-process-wipro-limited-chennai-bangalore-bengaluru-0-to-2-years-020322009069?src=jobsearchDesk&sid=16470881545214894&xp=6&px=5
85,Customer Service Specialist required immediately ! Hindi Speaking Must,Uber9 Business Process Service Private Limited,Chennai,"1,50,000 - 3,25,000 PA.","Advisory Services, customer service, Customer Handling",https://www.naukri.com/job-listings-customer-service-specialist-required-immediately-hindi-speaking-must-uber9-business-process-service-private-limited-chennai-0-to-3-years-020322004863?src=jobsearchDesk&sid=16470881545214894&xp=7&px=5
86,Hiring For Freshers - AR Callers - US Healthcare - NTT DATA,NTT Data,Chennai,Not disclosed,"IT Skills, Cloud, Communication Skills, Healthcare Bpo, Customer Care, Voice Process",https://www.naukri.com/job-listings-hiring-for-freshers-ar-callers-us-healthcare-ntt-data-ntt-data-global-delivery-services-private-limited-chennai-0-to-1-years-020322002574?src=jobsearchDesk&sid=16470881545214894&xp=8&px=5
87,NTT Data Hiring Freshers For Health Care Non voice process,NTT Data,"Chennai
(WFH during Covid)","1,25,000 - 1,75,000 PA.","BPO, Customer Support, International Call Center, Non Voice Process, Voice Process, US Healthcare, Call Center, Data Entry",https://www.naukri.com/job-listings-ntt-data-hiring-freshers-for-health-care-non-voice-process-ntt-data-global-delivery-services-private-limited-chennai-0-to-1-years-290921010341?src=jobsearchDesk&sid=16470881545214894&xp=9&px=5
88,Recruiter /Senior Recruiter/ Specialist Roles,Hexaware Technologies,"Chennai, Coimbatore","2,75,000 - 4,50,000 PA.","volume hiring, Bulk Hiring, Recruitment, BPO, travel, Communication Skills, International Banking, Team Leading",https://www.naukri.com/job-listings-recruiter-senior-recruiter-specialist-roles-hexaware-technologies-limited-chennai-coimbatore-0-to-5-years-231221003390?src=jobsearchDesk&sid=16470881545214894&xp=10&px=5
89,Voice Process - Fresher,Teleperformance,Chennai,Not disclosed,"Outbound, voice process, freshers, Bpo Voice, Calling, Inbound",https://www.naukri.com/job-listings-voice-process-fresher-teleperformance-global-services-pvt-ltd-chennai-0-to-5-years-220222010271?src=jobsearchDesk&sid=16470881545214894&xp=11&px=5
90,Cognizant is hiring Freshers For the international voice Process,Cognizant,"Chennai
(WFH during Covid)",Not disclosed,"BPO, voice, night shift, Business English, International Call Center, Good communication, US Shift, Good Comm Skills",https://www.naukri.com/job-listings-cognizant-is-hiring-freshers-for-the-international-voice-process-cognizant-technology-solutions-india-pvt-ltd-chennai-0-to-0-years-150222005293?src=jobsearchDesk&sid=16470881545214894&xp=12&px=5
91,Associate - CS Internet,Sutherland Global Services Inc,Chennai,Not disclosed,"CRM, written communication, Microsoft Office, service, verbal, Excel, Basic, Usage",https://www.naukri.com/job-listings-associate-cs-internet-sutherland-global-services-inc-chennai-0-to-4-years-050322500326?src=jobsearchDesk&sid=16470881545214894&xp=13&px=5
92,Language Specialist ( NON Voice Process ) Gujarati,Genpact,Hyderabad/Secunderabad,Not disclosed,"BPO, customer service, non voice, non voice process, Gujarathi, International Call Center, customer care, ITES",https://www.naukri.com/job-listings-language-specialist-non-voice-process-genpact-india-private-limited-hyderabad-secunderabad-0-to-5-years-070322005746?src=jobsearchDesk&sid=16470881545214894&xp=14&px=5
93,Customer Technical Support Representative,Thomson Reuters,Hyderabad/Secunderabad,Not disclosed,"BPO, customer service, technical support, Excel, Diversity and Inclusion, Standard operating procedures, Taxation, Adobe",https://www.naukri.com/job-listings-customer-technical-support-representative-thomson-reuters-india-pvt-ltd-hyderabad-secunderabad-0-to-3-years-110322502003?src=jobsearchDesk&sid=16470881545214894&xp=15&px=5
94,Genpact hiring For Customer Care (Voice Process) - Banking,Genpact,"Hyderabad/Secunderabad, Pocharam",Not disclosed,"BPO, customer service, voice, inbound, outbound, hindi, Banking Process, voice process",https://www.naukri.com/job-listings-genpact-hiring-for-customer-care-voice-process-banking-genpact-india-private-limited-hyderabad-secunderabad-pocharam-0-to-3-years-010322001604?src=jobsearchDesk&sid=16470881545214894&xp=16&px=5
95,Tech Support Bangalore,Fidelis Corporate Solutions Pvt Ltd,"Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)
(WFH during Covid)","3,00,000 - 3,25,000 PA.","BPO, technical support, troubleshooting, Communication Skills, technical skills, English Language",https://www.naukri.com/job-listings-tech-support-bangalore-fidelis-corporate-solutions-pvt-ltd-kolkata-hyderabad-secunderabad-pune-ahmedabad-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-0-to-3-years-270222000447?src=jobsearchDesk&sid=16470881545214894&xp=17&px=5
96,Front Office Executive/ Guest Relations Executive,Superseva Global Services Private Limited,"Kolkata, Hyderabad/Secunderabad, Pune, Chennai, Ahmedabad, Bangalore/Bengaluru, Surat, Delhi / NCR, Mumbai (All Areas)",Not disclosed,"Front Office, Receptionist Activities, Guest Relations",https://www.naukri.com/job-listings-front-office-executive-guest-relations-executive-superseva-global-services-private-limited-kolkata-hyderabad-secunderabad-pune-chennai-ahmedabad-bangalore-bengaluru-surat-delhi-ncr-mumbai-all-areas-0-to-5-years-061021603100?src=jobsearchDesk&sid=16470881545214894&xp=18&px=5
97,Customer Service Backend Process | UG/Grad | Fresher/Exp | Bangalore,Siom Career Casterz,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru","2,25,000 - 2,75,000 PA.","Inbound Voice Process, Customer Support, Backend, BPO, voice, hindi, Blended Process, Customer Service",https://www.naukri.com/job-listings-customer-service-backend-process-ug-grad-fresher-exp-bangalore-siom-career-casterz-hyderabad-secunderabad-chennai-bangalore-bengaluru-0-to-1-years-090322000215?src=jobsearchDesk&sid=16470881545214894&xp=19&px=5
98,Phone Banking Officer,ICICI Bank,"Guwahati, Indore, Thane, Hyderabad/Secunderabad, Chennai",Not disclosed,"Banking operations, Finance, Phone banking, Corporate, Banking, Customer service, Customer complaints, banking products",https://www.naukri.com/job-listings-phone-banking-officer-icici-bank-ltd-guwahati-indore-thane-hyderabad-secunderabad-chennai-0-to-4-years-061021501530?src=jobsearchDesk&sid=16470881545214894&xp=20&px=5
99,Genpact NCR Virtual Hiring drive For Customer Service on 4-Mar-22,Genpact,Gurgaon/Gurugram,Not disclosed,"customer service, customer care, contact center, BPO, voice, feedback, escalations, strong communication skills",https://www.naukri.com/job-listings-genpact-ncr-virtual-hiring-drive-for-customer-service-on-4-mar-22-genpact-india-private-limited-gurgaon-gurugram-0-to-4-years-020322007676?src=jobsearchDesk&sid=16470881744679091&xp=1&px=6
100,Walk-in Drive For Freshers / Exp For telesales - Kannada Voice process,Matrimony.com,Bangalore/Bengaluru(Adugodi),"1,75,000 - 2,25,000 PA.","BPO, customer service, voice, domestic bpo, outbound, telecalling, telemarketing, voice process",https://www.naukri.com/job-listings-walk-in-drive-for-freshers-exp-for-telesales-kannada-voice-process-matrimony-com-limited-bangalore-bengaluru-0-to-3-years-080322008495?src=jobsearchDesk&sid=16470881744679091&xp=2&px=6
101,Editorial Feedback Specialist,Cactus Global,"Kolkata, Mumbai, New Delhi, Ahmedabad, Chennai, Bangalore/Bengaluru",Not disclosed,"technical writing, dentistry, microbiology, medicine, engineering, research, cardiology, proof reading",https://www.naukri.com/job-listings-editorial-feedback-specialist-cactus-communications-kolkata-mumbai-new-delhi-ahmedabad-chennai-bangalore-bengaluru-0-to-5-years-050220007965?src=jobsearchDesk&sid=16470881744679091&xp=3&px=6
102,Wipro - Walk In Interview Drive For IT Service Desk Engineer Role.,Wipro,"Pimpri-Chinchwad, Pune
(WFH during Covid)",Not disclosed,"IT Helpdesk, Technical Support, it service desk, VPN, troubleshooting, communication, Desktop Support, Technical Helpdesk",https://www.naukri.com/job-listings-wipro-walk-in-interview-drive-for-it-service-desk-engineer-role-wipro-limited-pimpri-chinchwad-pune-0-to-5-years-050322003559?src=jobsearchDesk&sid=16470881744679091&xp=4&px=6
103,Hiring Customer Service Associate For Chennai (WORK FROM Office),Sutherland,Chennai(Perungalathur),"1,50,000 - 2,00,000 PA.","BPO, non voice, Customer Relationship, Customer Support, International non Voice, Non Voice Process, customer service, Solving Queries",https://www.naukri.com/job-listings-hiring-customer-service-associate-for-chennai-work-from-office-sutherland-global-services-private-limited-chennai-0-to-1-years-230222011593?src=jobsearchDesk&sid=16470881744679091&xp=5&px=6
104,Hiring Customer Service Associate For Chennai (WORK FROM Office),Sutherland,Chennai(Perungalathur),"1,50,000 - 2,00,000 PA.","BPO, non voice, Customer Service, International Call Center, Non Voice Process, Calling, Voice Process, Customer Relationship",https://www.naukri.com/job-listings-hiring-customer-service-associate-for-chennai-work-from-office-sutherland-global-services-private-limited-chennai-0-to-1-years-170621008818?src=jobsearchDesk&sid=16470881744679091&xp=6&px=6
105,Direct walk-in For freshers - Spot offers,Matrimony.com,Chennai,"1,00,000 - 2,00,000 PA.","BPO, Customer Service, Telesales, Solving Queries, Inbound Calls, Inside Sales, Voice Process, Voice Support",https://www.naukri.com/job-listings-direct-walk-in-for-freshers-spot-offers-matrimony-com-limited-chennai-0-to-1-years-120322003502?src=jobsearchDesk&sid=16470881744679091&xp=7&px=6
106,WALK-IN Tamil Fresher'S For Chennai BPO'S Salary UPTO 18K,BRILYO BPOS,Chennai,"2,75,000 - 3,75,000 PA.","BPO, voice, telecalling, hindi, Communication Skills, Customer Relationship, CRO, Customer Support",https://www.naukri.com/job-listings-walk-in-tamil-fresher-s-for-chennai-bpo-s-salary-upto-18k-brilyo-bpos-chennai-0-to-0-years-120322001496?src=jobsearchDesk&sid=16470881744679091&xp=8&px=6
107,Mega Walk-In For Voice Process @ Matrimony,Matrimony.com,Chennai,"1,50,000 - 2,75,000 PA.","BPO, voice, Customer Relationship, Customer Service, Customer Support, Bpo Voice, Telesales, Inside Sales",https://www.naukri.com/job-listings-mega-walk-in-for-voice-process-matrimony-matrimony-com-limited-chennai-0-to-3-years-260222004542?src=jobsearchDesk&sid=16470881744679091&xp=9&px=6
108,Hiring For Freshers - NON Voice Process @ Chennai,Zealous Services,Chennai(Nungambakkam),Not disclosed,"non voice process, customer support, BPO, non voice, Night Shift, UK Shift",https://www.naukri.com/job-listings-hiring-for-freshers-non-voice-process-chennai-zealous-services-chennai-0-to-0-years-110322010185?src=jobsearchDesk&sid=16470881744679091&xp=10&px=6
